시군구명,2016,2017,2018,2019
강서구,66,144,184,195
금정구,246,289,370,390
기장군,165,227,290,305
남구,213,258,291,323
동구,132,155,183,203
동래구,247,257,320,338
부산진구,513,525,605,629
북구,154,174,216,219
사상구,226,211,245,253
사하구,189,224,263,277
서구,97,118,143,151
수영구,179,212,275,323
연제구,154,202,235,246
영도구,94,131,152,156
중구,236,275,301,315
해운대구,380,437,538,592
