개방서비스명,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,소재지면적,소재지전체주소,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(X),좌표정보(Y),위생업태명,남성종사자수,여성종사자수,다중이용업소여부,시설총규모
식품제조가공업,20170621,,01,영업/정상,01,영업,,235.68,부산광역시 수영구 망미동 206-11번지,커피덕트(COFFEE DUCT),20180426164041,I,2018-08-31 23:59:59.0,기타 식품제조가공업,392836.99068545,188366.641614983,기타 식품제조가공업,,,N,6.15
식품제조가공업,20191219,,01,영업/정상,01,영업,,20.45,부산광역시 동래구 사직동 79-17번지,덱스커피,20191219145806,I,2019-12-21 00:23:26.0,기타 식품제조가공업,387430.355355281,190584.622420602,기타 식품제조가공업,,,N,0
식품제조가공업,20190107,,01,영업/정상,01,영업,,66.40,부산광역시 부산진구 양정동 363-73번지,마이농커피컴퍼니,20191224164157,I,2019-12-26 00:23:25.0,기타 식품제조가공업,388402.316442365,187510.45506734,기타 식품제조가공업,,,N,66.4
식품제조가공업,20110829,,01,영업/정상,01,영업,,7.40,부산광역시 연제구 거제동 79-40번지,루트커피로스터리,20200107095603,I,2020-01-09 00:23:25.0,식품제조가공업,389245.659552486,190455.558178037,식품제조가공업,,,N,0
식품제조가공업,20191105,,01,영업/정상,01,영업,,5.37,부산광역시 동래구 안락동 434-40번지,로스팅샵아지트,20191106143556,I,2019-11-08 00:23:09.0,기타 식품제조가공업,391102.970223331,190584.037619365,기타 식품제조가공업,,,N,0
식품제조가공업,20150512,,01,영업/정상,01,영업,,117.24,부산광역시 사하구 장림동 478번지,커피그리고,20191031110117,I,2019-11-02 00:23:04.0,식품제조가공업,380115.93963671,176286.917498111,식품제조가공업,,,N,0
식품제조가공업,20190924,,01,영업/정상,01,영업,,15.50,부산광역시 강서구 명지동 3358-4번지 403일부호,더블엘커피,20191001163257,U,2019-10-03 02:40:00.0,기타 식품제조가공업,375139.396937363,179373.279071448,기타 식품제조가공업,,,N,0
식품제조가공업,20190808,,01,영업/정상,01,영업,,11.70,부산광역시 사하구 다대동 355-38번지,카이커피컴퍼니(Kai Coffee Company),20190808173811,I,2019-08-10 02:21:57.0,기타 식품제조가공업,379987.422149272,174908.739614946,기타 식품제조가공업,,,N,0
식품제조가공업,20190816,,01,영업/정상,01,영업,,20.65,부산광역시 기장군 정관읍 모전리 687-3번지,빌리프커피,20190816112028,I,2019-08-18 02:22:04.0,기타 식품제조가공업,397216.64936561,206254.216244832,기타 식품제조가공업,,,N,2.4
식품제조가공업,20150818,,01,영업/정상,01,영업,,26.32,부산광역시 사하구 괴정동 1275번지 괴정엔스타,타임리스커피랩,20190820175830,I,2019-08-22 02:22:07.0,기타 식품제조가공업,381811.171878275,179710.997499038,기타 식품제조가공업,,,N,0
식품제조가공업,20190704,,01,영업/정상,01,영업,,9.40,부산광역시 연제구 연산동 1332-4번지,사이먼 커피,20190704102912,I,2019-07-06 02:21:29.0,기타 식품제조가공업,389315.399184792,188996.422932036,기타 식품제조가공업,,,N,0
식품제조가공업,20190401,,01,영업/정상,01,영업,,66.32,부산광역시 중구 대창동2가 31-2번지,커피본색,20190401135826,I,2019-04-03 02:20:12.0,기타 식품제조가공업,385671.145033222,180930.113505289,기타 식품제조가공업,,,N,3.52
식품제조가공업,20190521,,01,영업/정상,01,영업,,147.99,부산광역시 금정구 부곡동 64-8번지,오모커피,20190521112136,I,2019-05-23 02:21:15.0,기타 식품제조가공업,390299.967161396,195754.320501123,기타 식품제조가공업,,,N,40.79
식품제조가공업,20190410,,01,영업/정상,01,영업,,49.02,부산광역시 강서구 신호동 310-5번지,온유로스팅팩토리,20191107163217,U,2019-11-09 02:40:00.0,기타 식품제조가공업,370837.778471158,177392.72783726,기타 식품제조가공업,,,N,3.35
식품제조가공업,20190510,,01,영업/정상,01,영업,,19.80,부산광역시 연제구 연산동 1940-6번지,스탠다드 커피(STANDARD COFFEE),20190718145828,U,2019-07-20 02:40:00.0,기타 식품제조가공업,390058.365581467,188179.211639953,기타 식품제조가공업,,,N,1.8
식품제조가공업,20180222,,01,영업/정상,01,영업,,19.00,부산광역시 수영구 남천동 20-32번지,히테 로스터리(HYTTE ROASTERY),20190627163727,U,2019-06-29 02:40:00.0,기타 식품제조가공업,392167.982822962,184551.015445238,기타 식품제조가공업,,,N,0
식품제조가공업,20140527,,01,영업/정상,01,영업,,74.81,부산광역시 부산진구 부암동 332-6번지 지상2층(부암미주상가1동),게더커피,20180626154150,I,2018-08-31 23:59:59.0,식품제조가공업,386210.869289587,187176.864805225,식품제조가공업,,,N,0
식품제조가공업,20171101,,01,영업/정상,01,영업,,72.06,부산광역시 부산진구 양정동 363-73번지,클레이튼커피,20191224090219,U,2019-12-26 02:40:00.0,기타 식품제조가공업,388762.655234336,188392.932128302,기타 식품제조가공업,,,N,72.06
식품제조가공업,20150105,,01,영업/정상,01,영업,,152.20,부산광역시 부산진구 전포동 552-7번지 지상1층,인앤빈커피로스터스,20160311170220,I,2018-08-31 23:59:59.0,식품제조가공업,388189.165821417,187010.483372735,식품제조가공업,,,N,18.92
식품제조가공업,20180423,,01,영업/정상,01,영업,,92.17,부산광역시 부산진구 전포동 356-6번지,베르크로스터스,20180423165944,I,2018-08-31 23:59:59.0,기타 식품제조가공업,388217.971742205,185671.440118046,기타 식품제조가공업,,,N,92.17
식품제조가공업,20180619,,01,영업/정상,01,영업,,77.86,부산광역시 부산진구 양정동 510-13번지,커피볶는해피커피,20180619095901,I,2018-08-31 23:59:59.0,기타 식품제조가공업,387695.570241208,188073.146545214,기타 식품제조가공업,,,N,77.86
식품제조가공업,20160902,,01,영업/정상,01,영업,,27.73,부산광역시 동래구 복천동 380-10번지,순수한커피이야기,20170823091418,I,2018-08-31 23:59:59.0,기타 식품제조가공업,389720.757195603,191554.865675715,기타 식품제조가공업,,,N,0
식품제조가공업,20170905,,01,영업/정상,01,영업,,10.00,부산광역시 부산진구 양정동 147-7번지,리짙커피,20170905164105,I,2018-08-31 23:59:59.0,기타 식품제조가공업,388928.621163468,188350.697829319,기타 식품제조가공업,,,N,0
식품제조가공업,20170110,,01,영업/정상,01,영업,,54.57,부산광역시 부산진구 전포동 692-1번지 지상1층,마틴커피로스터스,20190604171354,U,2019-06-06 02:40:00.0,기타 식품제조가공업,387900.315522819,185849.60626051,기타 식품제조가공업,,,N,5.46
식품제조가공업,20170614,,01,영업/정상,01,영업,,138.33,부산광역시 부산진구 연지동 199-2번지,뉴스커피,20170614132419,I,2018-08-31 23:59:59.0,기타 식품제조가공업,386897.240487461,187719.316603644,기타 식품제조가공업,,,N,0
식품제조가공업,20150820,,01,영업/정상,01,영업,,29.70,부산광역시 수영구 광안동 100-16번지,마이더치커피,20171025173011,I,2018-08-31 23:59:59.0,기타 식품제조가공업,392743.881446971,186985.973763076,기타 식품제조가공업,,,N,2.8
식품제조가공업,20150804,,01,영업/정상,01,영업,,17.70,부산광역시 수영구 남천동 558-6번지,마잘로스터스(Mazal roasters),20180918165846,U,2018-09-18 23:59:59.0,기타 식품제조가공업,392473.432032761,184083.161586903,기타 식품제조가공업,,,N,5.4
식품제조가공업,20160304,,01,영업/정상,01,영업,,74.25,부산광역시 동래구 안락동 432-10번지,스톡데일커피로스터스,20181220103659,U,2018-12-22 02:40:00.0,기타 식품제조가공업,391165.509959987,190798.966371092,기타 식품제조가공업,,,N,39.45
식품제조가공업,20160317,,01,영업/정상,01,영업,,10.22,부산광역시 동래구 온천동 1262-2번지,빌리지커피랩,20160321130831,I,2018-08-31 23:59:59.0,기타 식품제조가공업,388164.97347806,191680.659630575,기타 식품제조가공업,,,N,0
식품제조가공업,20090806,,01,영업/정상,01,영업,,90.28,부산광역시 부산진구 연지동 340-19번지 초연빌딩3층,죠커피,20160311161659,I,2018-08-31 23:59:59.0,식품제조가공업,386674.375975199,187794.892424339,식품제조가공업,,,N,2.45
식품제조가공업,20100804,,01,영업/정상,01,영업,,80.83,부산광역시 부산진구 범천동 858-2번지,에프엠커피하우스,20170502103259,I,2018-08-31 23:59:59.0,식품제조가공업,387713.489372844,185289.598490284,식품제조가공업,,,N,41.83
식품제조가공업,20170104,,01,영업/정상,01,영업,,70.00,부산광역시 수영구 광안동 753-30번지,티엠커피,20170620165418,I,2018-08-31 23:59:59.0,기타 식품제조가공업,392236.353674124,186214.396000197,기타 식품제조가공업,,,N,31.61
식품제조가공업,20170721,,01,영업/정상,01,영업,,39.60,부산광역시 기장군 장안읍 월내리 553-9번지,웨이브온커피,20180705171749,I,2018-08-31 23:59:59.0,기타 식품제조가공업,406272.044634517,204890.295902879,기타 식품제조가공업,,,N,0
식품제조가공업,20130424,,01,영업/정상,01,영업,,80.26,부산광역시 기장군 기장읍 청강리 273-15번지 가람빌리지 A동 101호,에이치투(H2) 커피로스터스,20171211173535,I,2018-08-31 23:59:59.0,식품제조가공업,401912.676156583,195564.346908681,식품제조가공업,,,N,54.67
식품제조가공업,20150203,,01,영업/정상,01,영업,,8.60,부산광역시 기장군 일광면 삼성리 115-46번지 1층 일부,제이로스팅주식회사,20171211173957,I,2018-08-31 23:59:59.0,식품제조가공업,403177.935997298,198109.742383684,식품제조가공업,,,N,0
식품제조가공업,20180307,,01,영업/정상,01,영업,,13.00,부산광역시 기장군 일광면 문동리 67번지,제이콥로스팅팩토리,20180307132232,I,2018-08-31 23:59:59.0,기타 식품제조가공업,405459.56065365,203393.460920154,기타 식품제조가공업,,,N,0
식품제조가공업,20160801,,01,영업/정상,01,영업,,111.74,부산광역시 기장군 정관읍 매학리 204-2번지,마노커피R&D,20171211171307,I,2018-08-31 23:59:59.0,기타 식품제조가공업,397581.979956056,204254.358894283,기타 식품제조가공업,,,N,90.73
식품제조가공업,20160712,,01,영업/정상,01,영업,,158.77,부산광역시 사하구 감천동 814-1번지,카페알트로,20161121143246,I,2018-08-31 23:59:59.0,기타 식품제조가공업,381761.073483748,178732.139486523,기타 식품제조가공업,,,N,16.64
식품제조가공업,20141211,,01,영업/정상,01,영업,,34.80,부산광역시 남구 대연동 245-44번지,부산커피협동조합 로스팅 팩토리,20161019105425,I,2018-08-31 23:59:59.0,식품제조가공업,390416.091206858,185629.190656946,식품제조가공업,,,N,0
식품제조가공업,20160411,,01,영업/정상,01,영업,,39.27,부산광역시 사하구 하단동 1161-2번지 가락타운상가 145동 308호,커피월든,20160412145650,I,2018-08-31 23:59:59.0,기타 식품제조가공업,378522.007200069,180909.306630124,기타 식품제조가공업,,,N,0
식품제조가공업,20131209,,01,영업/정상,01,영업,,18.40,부산광역시 사하구 다대동 287-1번지 1층,카페원빈(cafe one bean),20190125135805,U,2019-01-27 02:40:00.0,식품제조가공업,380028.212132046,175311.969220587,식품제조가공업,,,N,0
식품제조가공업,20150416,,01,영업/정상,01,영업,,34.62,부산광역시 동래구 칠산동 216-2번지 1층일부,커즈커피공장,20180810162204,I,2018-08-31 23:59:59.0,식품제조가공업,390193.438159901,191380.15943675,식품제조가공업,,,N,9.65
식품제조가공업,20150611,,01,영업/정상,01,영업,,226.33,부산광역시 동래구 수안동 108-5번지,수안커피,20180921131354,U,2018-09-21 23:59:59.0,기타 식품제조가공업,389966.647966177,190948.303011377,기타 식품제조가공업,,,N,6
식품제조가공업,20170324,,01,영업/정상,01,영업,,15.34,부산광역시 동래구 안락동 245-8번지,디브라운커피,20170328102926,I,2018-08-31 23:59:59.0,기타 식품제조가공업,391668.788003382,190196.670946082,기타 식품제조가공업,,,N,0
식품제조가공업,20190130,,01,영업/정상,01,영업,,151.04,부산광역시 사상구 감전동 165-8번지,BS컴퍼니(BS커피),20190131102516,I,2019-02-01 02:21:07.0,기타 식품제조가공업,380083.853223594,185443.044928335,기타 식품제조가공업,,,N,0
식품제조가공업,20190314,,01,영업/정상,01,영업,,23.50,부산광역시 기장군 기장읍 연화리 168번지,프롬나드커피,20190314143606,I,2019-03-16 02:21:52.0,기타 식품제조가공업,402652.801531586,193196.665793086,기타 식품제조가공업,,,N,0
식품제조가공업,20190116,,01,영업/정상,01,영업,,10.54,부산광역시 부산진구 개금동 339-3번지,카페본동,20190805163131,U,2019-08-07 02:40:00.0,기타 식품제조가공업,384461.510665468,186223.424663748,기타 식품제조가공업,,,N,0
식품제조가공업,20190107,,01,영업/정상,01,영업,,3.30,부산광역시 부산진구 전포동 676-8번지,모던블루커피,20190107133607,I,2019-01-09 02:20:58.0,기타 식품제조가공업,388088.810979504,186070.116395337,기타 식품제조가공업,,,N,0
식품제조가공업,20190326,,01,영업/정상,01,영업,,19.38,부산광역시 남구 대연동 50-81번지 라끄베르원룸 105호 전체,오빠 로스터스,20190326172833,I,2019-03-28 02:20:07.0,기타 식품제조가공업,391638.415730643,183949.043061782,기타 식품제조가공업,,,N,2.28
식품제조가공업,20190207,,01,영업/정상,01,영업,,99.41,부산광역시 금정구 구서동 654-1번지 지하1층,고준희베이커리카페시크엘,20190207152837,I,2019-02-09 02:21:15.0,기타 식품제조가공업,389856.065404994,197515.218593559,기타 식품제조가공업,,,N,0
식품제조가공업,20151104,,01,영업/정상,01,영업,,92.50,부산광역시 남구 문현동 1073-4번지,투맨커피 컴퍼니,20181105153228,U,2018-11-07 02:37:05.0,기타 식품제조가공업,388624.891238203,183279.782987639,기타 식품제조가공업,,,N,1.07
식품제조가공업,20181213,,01,영업/정상,01,영업,,29.29,부산광역시 금정구 구서동 471-12번지,로제이브커피랩,20181213112511,I,2018-12-15 02:20:16.0,기타 식품제조가공업,389881.757981272,195823.116850282,기타 식품제조가공업,,,N,0
식품제조가공업,20181224,,01,영업/정상,01,영업,,10.50,부산광역시 사상구 괘법동 545-18번지 우주빌딩,커피킹콩,20181227160109,I,2018-12-28 02:20:30.0,기타 식품제조가공업,380839.982356128,186638.060782146,기타 식품제조가공업,,,N,0
식품제조가공업,20181203,,01,영업/정상,01,영업,,12.00,부산광역시 부산진구 가야동 57-10번지,비카페(BE CAFE),20191213104359,U,2019-12-15 02:40:00.0,기타 식품제조가공업,385459.760714239,185930.152358151,기타 식품제조가공업,,,N,0
식품제조가공업,20181220,,01,영업/정상,01,영업,,98.18,부산광역시 금정구 장전동 391-8번지,노스커피센터,20181220154545,I,2018-12-22 02:20:24.0,기타 식품제조가공업,389940.474875068,194637.665521988,기타 식품제조가공업,,,N,6.25
식품제조가공업,20181127,,01,영업/정상,01,영업,,135.70,부산광역시 동래구 명륜동 721-19번지,라페니체 커피로스팅,20181130101710,I,2018-12-02 02:20:04.0,기타 식품제조가공업,389379.256260921,192391.175877121,기타 식품제조가공업,,,N,78
식품제조가공업,20181220,,01,영업/정상,01,영업,,84.35,부산광역시 강서구 대저1동 353-6번지 1층 일부,로미커피,20200110135402,U,2020-01-12 02:40:00.0,기타 식품제조가공업,380789.62604508,192828.391254174,기타 식품제조가공업,,,N,0
식품제조가공업,20181227,,01,영업/정상,01,영업,,36.00,부산광역시 사상구 모라동 1340-10번지,라로커피로스터스,20181228090217,I,2018-12-29 02:20:32.0,기타 식품제조가공업,381433.111379508,189812.833018933,기타 식품제조가공업,,,N,0
식품제조가공업,20190107,,01,영업/정상,01,영업,,41.90,부산광역시 영도구 대교동1가 106-3번지,커피미미,20190108093237,I,2019-01-09 02:20:58.0,기타 식품제조가공업,385821.138171669,178854.181299176,기타 식품제조가공업,,,N,1.21
식품제조가공업,20181029,,01,영업/정상,01,영업,,33.30,부산광역시 금정구 구서동 1021-2번지,커피맘스,20181029102152,I,2018-10-31 02:37:05.0,기타 식품제조가공업,389574.339876388,197513.766851112,기타 식품제조가공업,,,N,0
식품제조가공업,20111227,,01,영업/정상,01,영업,,148.68,부산광역시 연제구 거제동 253-2번지,커피긱스(COFFEE GEEKS),20160311102350,I,2018-08-31 23:59:59.0,식품제조가공업,389082.503816205,190478.726015037,식품제조가공업,,,N,19.2
식품제조가공업,20120926,,01,영업/정상,01,영업,,48.30,부산광역시 연제구 연산동 1478-4번지,민진로스팅,20190821170603,U,2019-08-23 02:40:00.0,식품제조가공업,388986.626707569,189288.388558628,식품제조가공업,,,N,7.15
식품제조가공업,20150728,,01,영업/정상,01,영업,,76.20,부산광역시 연제구 연산동 844-54번지 2층,카페프롤로그,20171025164145,I,2018-08-31 23:59:59.0,기타 식품제조가공업,389431.406962398,188118.328592786,기타 식품제조가공업,,,N,5.2
식품제조가공업,20170612,,01,영업/정상,01,영업,,48.69,부산광역시 연제구 연산동 398-1번지,고래커피HQ,20190306100621,U,2019-03-08 02:40:00.0,기타 식품제조가공업,391342.758998944,189750.203631661,기타 식품제조가공업,,,N,0
식품제조가공업,20180731,,01,영업/정상,01,영업,,38.90,부산광역시 해운대구 반송동 370번지,온니 커피(ONNI COFFEE),20180731171850,I,2018-08-31 23:59:59.0,기타 식품제조가공업,395737.036134185,194627.854221892,기타 식품제조가공업,,,N,3.1
식품제조가공업,20180806,,01,영업/정상,01,영업,,14.95,부산광역시 금정구 장전동 383-33번지 정남빌딩,이강커피,20180808150821,I,2018-08-31 23:59:59.0,기타 식품제조가공업,389930.068687461,194788.766942163,기타 식품제조가공업,,,N,0
식품제조가공업,20130225,,01,영업/정상,01,영업,,182.30,부산광역시 영도구 청학동 386-198번지,커피디스커버리,20180607175349,I,2018-08-31 23:59:59.0,식품제조가공업,387426.881506974,179147.678295352,식품제조가공업,,,N,48.68
식품제조가공업,20010816,,01,영업/정상,01,영업,,147.05,부산광역시 서구 부용동1가 66-2번지 5층,제일통상(라비타커피),20171206111157,I,2018-08-31 23:59:59.0,식품제조가공업,384177.233211318,180360.635756063,식품제조가공업,0,0,N,40.77
식품제조가공업,20100730,,01,영업/정상,01,영업,,196.00,부산광역시 사상구 학장동 180-1번지 2층,영스커피,20170607113542,I,2018-08-31 23:59:59.0,식품제조가공업,381503.27936922,183969.559287524,식품제조가공업,,,N,196
식품제조가공업,20100514,,01,영업/정상,01,영업,,177.64,부산광역시 사상구 주례동 54-28번지 3층,에이씨에스에이(ACSA)&하라커피코리아,20171228115023,I,2018-08-31 23:59:59.0,식품제조가공업,383587.097958287,185271.151870762,식품제조가공업,,,N,95.64
식품제조가공업,20150216,,01,영업/정상,01,영업,,73.30,부산광역시 사상구 주례동 68-14번지 2층,브라더스커피 로스팅컴퍼니,20160531102606,I,2018-08-31 23:59:59.0,식품제조가공업,383259.378492139,185350.728857274,식품제조가공업,,,N,34.6
식품제조가공업,20171023,,01,영업/정상,01,영업,,12.20,부산광역시 사상구 감전동 120-6번지 1층,커피랑,20171101160217,I,2018-08-31 23:59:59.0,기타 식품제조가공업,380988.304444477,185929.27032325,기타 식품제조가공업,,,N,0
식품제조가공업,20171214,,01,영업/정상,01,영업,,57.50,부산광역시 사상구 삼락동 388-1번지 2층,커피픽 로스터스,20171214104340,I,2018-08-31 23:59:59.0,기타 식품제조가공업,380002.474512988,188637.324488994,기타 식품제조가공업,,,N,11.9
식품제조가공업,20160222,,01,영업/정상,01,영업,,34.73,부산광역시 해운대구 우동 1228번지,커피가좋은사람들,20171219094217,I,2018-08-31 23:59:59.0,기타 식품제조가공업,393967.197052812,188310.416723807,기타 식품제조가공업,,,N,0
식품제조가공업,20151013,,01,영업/정상,01,영업,,487.92,부산광역시 강서구 명지동 207-17번지,(주)세이코커피코리아,20190419130730,U,2019-04-21 02:40:00.0,기타 식품제조가공업,379142.533937856,192968.148056426,기타 식품제조가공업,,,N,16.35
식품제조가공업,20150108,,01,영업/정상,01,영업,,24.96,부산광역시 동구 초량동 1147-14번지 국제오피스텔 202호 일부,마리스텔라로스터스,20180105164846,I,2018-08-31 23:59:59.0,기타 식품제조가공업,386093.674147239,182068.358104572,기타 식품제조가공업,,,N,0
식품제조가공업,20150918,,01,영업/정상,01,영업,,117.56,부산광역시 동구 범일동 830-9번지,커피텍 로스터스(COFFEE TEK ROASTERS),20180103132539,I,2018-08-31 23:59:59.0,기타 식품제조가공업,388140.891260505,184063.252176119,기타 식품제조가공업,,,N,0
식품제조가공업,20120323,,01,영업/정상,01,영업,,18.21,부산광역시 금정구 장전동 342-9번지,가비방커피,20170106103836,I,2018-08-31 23:59:59.0,식품제조가공업,389812.760418955,194003.469341537,식품제조가공업,,,N,0
식품제조가공업,20151103,,01,영업/정상,01,영업,,21.80,부산광역시 금정구 부곡동 14-2번지,고고커피,20170106110823,I,2018-08-31 23:59:59.0,기타 식품제조가공업,390507.36498506,195820.85643586,기타 식품제조가공업,,,N,8.42
식품제조가공업,20160502,,01,영업/정상,01,영업,,14.60,부산광역시 금정구 부곡동 294-6번지,알케미커피,20170106111021,I,2018-08-31 23:59:59.0,기타 식품제조가공업,390437.703416548,194011.081731993,기타 식품제조가공업,,,N,0
식품제조가공업,20160823,,01,영업/정상,01,영업,,13.00,부산광역시 금정구 장전동 338-21번지,카페 봄,20170106112832,I,2018-08-31 23:59:59.0,기타 식품제조가공업,389864.928906842,194118.324307944,기타 식품제조가공업,,,N,0
식품제조가공업,20160921,,01,영업/정상,01,영업,,32.00,부산광역시 금정구 구서동 84-7번지,커피스토리,20161103110910,I,2018-08-31 23:59:59.0,기타 식품제조가공업,390310.837714891,196029.251824213,기타 식품제조가공업,,,N,0
식품제조가공업,20170109,,01,영업/정상,01,영업,,21.00,부산광역시 금정구 부곡동 22-1번지,위클리로스터스,20170111171945,I,2018-08-31 23:59:59.0,기타 식품제조가공업,390538.231846077,195736.728554938,기타 식품제조가공업,,,N,7.9
식품제조가공업,20170216,,01,영업/정상,01,영업,,14.00,부산광역시 금정구 장전동 629-14번지,팀커피로스터스,20170217091938,I,2018-08-31 23:59:59.0,기타 식품제조가공업,389586.675248262,193920.677709668,기타 식품제조가공업,,,N,0
식품제조가공업,20171122,,01,영업/정상,01,영업,,85.00,부산광역시 금정구 장전동 230-3번지,엠제이 커피 로스터리(MJ Coffee Roastery),20171123104807,I,2018-08-31 23:59:59.0,기타 식품제조가공업,389953.21237467,194969.053433047,기타 식품제조가공업,,,N,49
식품제조가공업,20100122,,01,영업/정상,01,영업,,33.15,부산광역시 금정구 부곡동 873-98번지,모모스커피 주식회사,20160316143843,I,2018-08-31 23:59:59.0,식품제조가공업,389904.26245565,193105.151174235,식품제조가공업,,,N,0
식품제조가공업,20100413,,01,영업/정상,01,영업,,65.10,부산광역시 금정구 장전동 394-7번지,커피가사랑한남자 로스팅컴퍼니,20160512092708,I,2018-08-31 23:59:59.0,식품제조가공업,390062.946787326,194539.630171642,식품제조가공업,,,N,65.1
식품제조가공업,20140527,,01,영업/정상,01,영업,,28.18,부산광역시 금정구 장전동 386-16번지,대동커피공장,20160316151039,I,2018-08-31 23:59:59.0,식품제조가공업,389741.888052737,194830.502161503,식품제조가공업,,,N,0
식품제조가공업,20141224,,01,영업/정상,01,영업,,26.40,부산광역시 금정구 장전동 222-54번지,(주)엔탑커피,20170106104032,I,2018-08-31 23:59:59.0,식품제조가공업,389957.253473614,195036.541214063,식품제조가공업,,,N,9.2
식품제조가공업,20180705,,01,영업/정상,01,영업,,94.30,부산광역시 금정구 청룡동 32-5번지,다인커피시스템,20180705142136,I,2018-08-31 23:59:59.0,기타 식품제조가공업,390027.580698677,199231.313593471,기타 식품제조가공업,,,N,0
식품제조가공업,20170914,,01,영업/정상,01,영업,,24.00,부산광역시 금정구 구서동 248-13번지,가비스쿨커피랩,20180326152406,I,2018-08-31 23:59:59.0,기타 식품제조가공업,390236.713238412,196754.797089345,기타 식품제조가공업,,,N,0
식품제조가공업,20131030,,01,영업/정상,01,영업,,127.80,부산광역시 금정구 회동동 150-8번지,브라운티얼스 커피,20170905102213,I,2018-08-31 23:59:59.0,식품제조가공업,393091.997164304,194140.194498624,식품제조가공업,,,N,0
식품제조가공업,20170825,,01,영업/정상,01,영업,,36.60,부산광역시 금정구 서동 502-26번지,비노하우스 커피로스터스,20170830101619,I,2018-08-31 23:59:59.0,기타 식품제조가공업,390975.513978679,193204.748006291,기타 식품제조가공업,,,N,4.6
식품제조가공업,20151028,,01,영업/정상,01,영업,,66.22,부산광역시 중구 부평동4가 20-1번지 지상1층,에프씨커피(FC Coffee),20160311114429,I,2018-08-31 23:59:59.0,기타 식품제조가공업,384451.612180315,179941.874672671,기타 식품제조가공업,,,N,6.24
식품제조가공업,20160804,,01,영업/정상,01,영업,,276.00,부산광역시 강서구 강동동 109-20번지,주식회사 블랙업커피,20160804133425,I,2018-08-31 23:59:59.0,기타 식품제조가공업,376323.351128809,192755.210475776,기타 식품제조가공업,,,N,8
식품제조가공업,20170928,,01,영업/정상,01,영업,,48.04,부산광역시 강서구 녹산동 172-1번지,하삼동커피company,20191029174900,U,2019-10-31 02:40:00.0,기타 식품제조가공업,371138.97649133,177398.855825135,기타 식품제조가공업,,,N,97
식품제조가공업,20180326,,01,영업/정상,01,영업,,21.88,부산광역시 강서구 명지동 3440-6번지,앤그레이 커피랩,20180326161246,I,2018-08-31 23:59:59.0,기타 식품제조가공업,375422.522628342,179267.603417729,기타 식품제조가공업,,,N,10.13
식품제조가공업,20140502,,01,영업/정상,01,영업,,68.90,부산광역시 중구 대청동4가 85-1번지 3층,커피다스림,20160311114809,I,2018-08-31 23:59:59.0,식품제조가공업,385079.6643678,180294.019104111,식품제조가공업,,,N,8.8
식품제조가공업,20130314,,01,영업/정상,01,영업,,24.60,부산광역시 해운대구 송정동 853번지,(주)포트1902 로스팅컴퍼니,20171219091357,I,2018-08-31 23:59:59.0,식품제조가공업,400074.662639391,187651.496826419,식품제조가공업,,,N,0
식품제조가공업,20180111,,01,영업/정상,01,영업,,27.90,부산광역시 해운대구 재송동 1049-1번지 금강빌라 5호,플레임커피 로스터스,20180111135745,I,2018-08-31 23:59:59.0,기타 식품제조가공업,393456.61408192,190032.853389093,기타 식품제조가공업,,,N,2.1
식품제조가공업,20170307,,01,영업/정상,01,영업,,17.62,부산광역시 해운대구 중동 503-2번지,로스터리 꺄농,20190625105304,U,2019-06-27 02:40:00.0,기타 식품제조가공업,399586.989797339,187025.093448158,기타 식품제조가공업,,,N,0
식품제조가공업,20170926,,01,영업/정상,01,영업,,42.15,부산광역시 해운대구 우동 387-5번지 2층,(주)커피앤펫,20170926182717,I,2018-08-31 23:59:59.0,기타 식품제조가공업,396364.041955411,187518.271395845,기타 식품제조가공업,,,N,3.38
식품제조가공업,20171208,,01,영업/정상,01,영업,,60.84,부산광역시 사하구 당리동 336-3번지,커피팜로스팅하우스,20171208091821,I,2018-08-31 23:59:59.0,기타 식품제조가공업,380194.5417172,179862.404204296,기타 식품제조가공업,,,N,5.2
식품제조가공업,20130430,,01,영업/정상,01,영업,,28.10,부산광역시 해운대구 반송동 334-3번지,에스엘커피로스터스(SL COFFEE ROASTERS),20180612102726,I,2018-08-31 23:59:59.0,기타 식품제조가공업,396020.95240011,194682.056928639,기타 식품제조가공업,,,N,0
식품제조가공업,20050512,,01,영업/정상,01,영업,,155.05,부산광역시 해운대구 송정동 422-11번지,블루커피코리아,20171218170342,I,2018-08-31 23:59:59.0,식품제조가공업,400110.835185747,188850.413498644,식품제조가공업,,,N,41
식품제조가공업,20140613,,01,영업/정상,01,영업,,73.02,부산광역시 해운대구 반여동 866-15번지,부산커피공장,20171219092943,I,2018-08-31 23:59:59.0,식품제조가공업,393368.977278231,192053.240290836,식품제조가공업,,,N,4.24
식품제조가공업,20200116,,01,영업/정상,01,영업,,11.34,부산광역시 금정구 구서동 246-51번지,라브 커피로스터스,20200116111154,I,2020-01-18 00:23:24.0,기타 식품제조가공업,390170.21401102,196788.71016873,기타 식품제조가공업,,,N,0
식품제조가공업,20200109,,01,영업/정상,01,영업,,115.42,부산광역시 금정구 장전동 106-2번지,글래드커피,20200109134402,I,2020-01-11 00:23:25.0,기타 식품제조가공업,389777.493934009,195605.825746577,기타 식품제조가공업,,,N,0
